INV,C_TYPE,C_PLANT,C_MARK,C_BODY,C_GROUP,N_CHASS,N_ENG,N_BODY,YEA_,N_PASS,D_PASS,SIGN,SIGN1,SIGN2,D_SIGN,D_EXPL,C_CLASS,C_COLOR,C_DUTY,C_OWNER,COST,SUBD,SUBC,YEAR_A,C_SOUR,N_SOUR,D_SOUR,C_STOR,N_STOR,D_STOR,N_ALOC,D_ALOC,D_TRANS,D_DEL,NORM_R,NORM_P,NORM_O,C_SFIN,C_BUY
7.0000000000000000e+01,"A(","C*","OQ","D,","E)","0262743","00401657","250",1990,"ВТ 884551",,"0249рдб",,,,"04/26/90 00:00:00","F*",,,"(d",4.1340000000000000e+03,"015","250",1991,"I*",,,"J/","3/1338","04/19/90 00:00:00","2","01/05/90 00:00:00","04/26/90 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,">)"
7.1000000000000000e+01,"A(","C*","OQ","D,","E)","0262893","00401827","427",1990,"ВШ 231017","06/08/90 00:00:00","0869рдц",,,"06/08/90 00:00:00","04/27/90 00:00:00","F*",,,"(`",4.1340000000000000e+03,"015","250",1991,"I*",,,"J/","3/1338","04/19/90 00:00:00","2","01/05/90 00:00:00","04/27/90 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,">)"
7.2000000000000000e+01,"A(","C*","OQ","D,","E)","0262579","00401900","70",1990,"ВШ 229644",,"0703рдв",,,,"04/27/90 00:00:00","F*",,,"(g",4.1340000000000000e+03,"015","250",1991,"I*",,,"J/","3/1338","04/19/90 00:00:00","2","01/05/90 00:00:00","04/27/90 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,">)"
7.3000000000000000e+01,"A(","C*","OQ","D,","E)","0262360","00400918","9802",1990,"ВШ 232210",,"1275рдб",,,,"04/29/90 00:00:00","F*",,"HO","((",,,,,"I*",,,"J/","3/1338","04/19/90 00:00:00","2","01/05/90 00:00:00","04/29/90 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
7.4000000000000000e+01,"A(","C*","OQ","D,","E)","0224470","90705575","9527",1990,"ВУ 458001","07/01/90 00:00:00","1793рдц",,,"07/01/90 00:00:00","06/13/90 00:00:00","F*",,"H1","(b",3.8710000000000000e+03,"015","250",1991,"I*",,,"J/","3/1913","06/08/90 00:00:00","2","01/05/90 00:00:00","07/09/93 00:00:00",,2.9000000000000000e+03,1.8000000000000000e+01,,"*(",">("
7.5000000000000000e+01,"A(","C)","NG","D(","E)","0288311","0059553","1343843",1990,"ВШ 229271",,"0834",,,"11/09/90 00:00:00","06/04/90 00:00:00","F*",,"H7","(O",,,,,"I*",,,"J.","9/6132","05/28/90 00:00:00","2","01/05/90 00:00:00","10/01/93 00:00:00",,2.0800000000000000e+03,1.3000000000000000e+01,,,
7.6000000000000000e+01,"A(","C(","N7","D(","E,",,"1363689","2447734",1990,"ВТ 881004",,"0918рдб",,,,"06/22/90 00:00:00","F)",,,"(^",3.1829299999999998e+03,"015","250",1991,"I*",,,"J-","156","03/27/90 00:00:00","2","01/05/90 00:00:00","06/22/90 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,,">("
7.7000000000000000e+01,"A(","C(","N7","D(","E)",,"1361378","2446076",1990,"ВШ 912199",,"1139рдб",,,,"07/13/90 00:00:00","F)",,,"(2(",2.5800000000000000e+03,"015","250",1991,"I*",,,"J/","3/02081","06/18/90 00:00:00","2","01/05/90 00:00:00","07/13/90 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,"*(",">)"
7.8000000000000000e+01,"A(","C(","N7","D(","E)",,"1284558","2414920",1990,"ВШ 912171",,"0747рдв",,,,"06/20/90 00:00:00","F)",,,"(I",2.5800000000000000e+03,"015","250",1991,"I*",,,"J/","3/02151","06/20/90 00:00:00","2","01/05/90 00:00:00","07/12/93 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,"*(",">("
7.9000000000000000e+01,"A(","C(","N7","D(","E)",,"1363733","2447215",1990,"ВУ 458006",,"1146рдб",,,,"06/20/90 00:00:00","F)",,,"(4",2.5800000000000000e+03,"015","250",1991,"I*",,,"J/","3/02151","06/20/90 00:00:00","2","01/05/90 00:00:00","06/20/90 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,"*(",">("
8.0000000000000000e+01,"A+","C+","Pt","D2","EU","3011809","602929","495810",1990,"ВШ 229442",,"0920рда",,,,"06/15/90 00:00:00",,,,"(+",2.5800000000000000e+03,"015","250",1991,"I+",,,"J0","3/1002","05/31/90 00:00:00","2","01/05/90 00:00:00","06/15/90 00:00:00",,2.0800000000000000e+03,3.7000000000000000e+01,,,">("
8.1000000000000000e+01,"A(","C*","OQ","D-","E(","0261985","00311361","9413",1990,"ВЮ 031270","01/04/92 00:00:00","0437рдв",,,"01/04/92 00:00:00","07/19/90 00:00:00","F*",,,"(\",4.8830000000000000e+03,"015","250",1991,"I*",,,"J-","378","06/13/90 00:00:00","2","01/05/90 00:00:00","07/19/90 00:00:00",,4.1600000000000000e+03,1.8500000000000000e+01,,,">("
8.2000000000000000e+01,"A(","C*","OQ","D-","E(","0261930","00311589","9357",1990,"ВШ 229756",,"0933рдб",,,,"07/19/90 00:00:00","F*","G1","H1","(A",4.8830000000000000e+03,"015","250",1991,"I*",,,"J-","378","06/13/90 00:00:00","2","01/05/90 00:00:00","07/19/90 00:00:00",,2.9000000000000000e+03,1.8500000000000000e+01,,"*(",">("
8.3000000000000000e+01,"A(","C*","OQ","D-","E(","0265468","00404548","3154",1990,"ВУ 458007",,"1357рдв",,,,"07/19/90 00:00:00","F*",,,"(4",4.8830000000000000e+03,"015","250",1991,"I*",,,"J-","378","06/13/90 00:00:00","2","01/05/90 00:00:00","07/19/90 00:00:00",,4.1600000000000000e+03,1.8500000000000000e+01,,"*(",">("
8.4000000000000000e+01,"A(","C*","OQ","D-","E*","0262240","00400901","9617",1990,"ВШ 229447",,"1598рдб",,,,"07/20/90 00:00:00","F*",,"H1","(2)",4.8830000000000000e+03,"015","250",1991,"I*",,,"J-","378","06/13/90 00:00:00","2","01/05/90 00:00:00","07/20/90 00:00:00",,2.9000000000000000e+03,1.8500000000000000e+01,,,">("
8.5000000000000000e+01,"A(","C*","OQ","D-","E(","0267684","00503038","5556",1990,"ВШ 912235",,"1121рдб",,,,"07/20/90 00:00:00","F*",,,"(21",4.8830000000000000e+03,"015","250",1991,"I*",,,"J-","378","06/13/90 00:00:00","2","01/05/90 00:00:00","07/20/90 00:00:00",,4.1600000000000000e+03,1.8500000000000000e+01,,"*(",">("
8.6000000000000000e+01,"A(","C*","OQ","D,","E)","0274385","00608218","2792",1990,"ВШ 224778",,"0996рдв",,,,"07/17/90 00:00:00","F*","G1","H*","(I",4.0340000000000000e+03,"015","250",1991,"I*",,,"J/","3/2220","07/11/90 00:00:00","2","01/05/90 00:00:00","07/17/90 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,">("
8.7000000000000000e+01,"A(","C*","OQ","D,","E)","0273989","00606082",,1990,"ВШ 235865",,"1011рдб",,,,"07/18/90 00:00:00","F*",,,"(6",4.0340000000000000e+03,"015","250",1991,"I*",,,"J/","3/2220","07/11/90 00:00:00","2","01/05/90 00:00:00","07/18/90 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,">("
8.8000000000000000e+01,"A(","C*","OQ","D,","E)","0274367","00608198","2627",1990,"ВШ 912610",,"1231рдб",,,,"08/01/90 00:00:00","F*",,"H)","(2(",4.0340000000000000e+03,"015","250",1991,"I*",,,"J/","3/2220","07/11/90 00:00:00","2","01/05/90 00:00:00","08/01/90 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,">("
8.9000000000000000e+01,"A(","C*","OQ","D,","E)","0273731","00606967","2081",1990,"ВУ 459868",,"1598рдб",,,,"08/09/90 00:00:00","F*",,,"(=",4.0340000000000000e+03,"015","250",1991,"I*",,,"J/","3/2220","07/11/90 00:00:00","2","01/05/90 00:00:00","08/09/90 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,">("
9.0000000000000000e+01,"A(","C,","N+","D(","E)","0965211","5980002",,1988,"ВШ 229230",,"0845рдч",,,,"03/16/90 00:00:00","F)","G+",,"(22",2.6600000000000000e+03,"015","250",1991,"I-",,,"J7","986",,,,"03/16/90 00:00:00",,2.9000000000000000e+03,1.1000000000000000e+01,,,">)"
9.1000000000000000e+01,"A(","C(","N7","D(","E)","2475671","1442075",,1990,"ВШ 912750",,"1399рдх",,,,"08/09/90 00:00:00","F)",,,"(-",2.5916999999999998e+03,"015","250",1991,"I*",,,"J/","3/4648","08/03/90 00:00:00","2","01/05/90 00:00:00","08/09/90 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,"*(",">("
9.2000000000000000e+01,"A(","C(","N7","D(","E)","2475684","1442123",,1990,"ВШ 912752",,"0815рдб",,,,"08/09/90 00:00:00","F)",,,"(-",2.5916999999999998e+03,"015","250",1991,"I*",,,"J/","3/4648","08/03/90 00:00:00","2","01/05/90 00:00:00","08/09/90 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,"*(",">("
9.3000000000000000e+01,"A(","C(","N7","D(","E)","2475669","1442120","2603423",1990,"ВШ 912747",,"0815рдб",,,,"08/09/90 00:00:00","F)",,,"(-",2.5916999999999998e+03,"015","250",1991,"I*",,,"J/","3/4648","08/03/90 00:00:00","2","01/05/90 00:00:00","08/09/90 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,"*(",">("
9.4000000000000000e+01,"A(","C(","N7","D(","E)","2475060","9275988","2707807",1990,"ВШ 912751",,"0815рдб",,,,"08/09/90 00:00:00","F)",,,"(-",2.5916999999999998e+03,"015","250",1991,"I*",,,"J/","3/4648","08/03/90 00:00:00","2","01/05/90 00:00:00","08/09/90 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,"*(",">("
9.5000000000000000e+01,"A(","C(","N7","D(","E)",,"1442219","2475634",1990,"ВТ 881280","10/25/90 00:00:00","0460рдб",,,"10/25/90 00:00:00","09/19/90 00:00:00","F)","G2",,"(^",2.5916999999999998e+03,"015","250",1991,"I*",,,"J/","3/4648","08/03/90 00:00:00","2","01/05/90 00:00:00","09/19/90 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,"*(",">("
9.6000000000000000e+01,"A(","C(","N9","D(","E)",,"1352564","0556530",1990,"ВШ 912815",,"1087рдб",,,"10/02/92 00:00:00","08/29/90 00:00:00","F)","G(","H.","(Z",2.9041999999999998e+03,"015","250",1991,"I*",,,"J/","3/2351","07/26/90 00:00:00","2","01/05/90 00:00:00","03/12/92 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,"*(",">)"
9.7000000000000000e+01,"A(","C(","N7","D(","E)",,"1442490","2475966",1990,"ВУ 981933","10/06/90 00:00:00","0626рдв",,,"12/04/90 00:00:00","10/04/90 00:00:00","F)","G*","H7","(?",2.5916999999999998e+03,"015","250",1991,"I*",,,"J/","3/2539","08/03/90 00:00:00","2","01/05/90 00:00:00","10/04/90 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,,">)"
9.8000000000000000e+01,"A(","C*","OQ","D,","E)","0286762","0096859","5883",1990,"ВШ 912350","10/10/90 00:00:00","1103рдч",,,"10/10/90 00:00:00","10/08/90 00:00:00","F*","G1",,"(2/",4.0340000000000000e+03,"015","250",1991,"I*",,,"J/",,,"2","01/05/90 00:00:00","10/08/90 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,">("
9.9000000000000000e+01,"A+","C+","Ps","D2","EU","3048346","664989",,1990,"ВШ 912418",,"0512рдб",,,,"09/17/90 00:00:00",,,,"((",,,,,"I-",,,"J*","1125","11/13/90 00:00:00","2","01/05/90 00:00:00","09/17/90 00:00:00",,2.0800000000000000e+03,3.7000000000000000e+01,,,
1.0000000000000000e+02,"A(","C(","N9","D(","E)","0516969","2757297",,1990,"ВШ 235063",,"0686рдц",,,"12/13/90 00:00:00","09/17/90 00:00:00","F)",,,"(2(",9.9150000000000000e+03,"015","250",1991,"I-",,,"J;",,,"приемо-сдат.акт",,"12/08/93 00:00:00",,2.0800000000000000e+03,1.0500000000000000e+01,,,">)"
1.0100000000000000e+02,"A(","C(","N7","D(","E)",,"1372194","2448120",1990,"ВШ 224706",,"0598рдб",,,"03/18/92 00:00:00","06/21/90 00:00:00","F)",,,"(>",3.0350000000000000e+03,"015","250",1991,"I*",,,"J/","3/02151","06/20/90 00:00:00","2","01/05/90 00:00:00","06/21/90 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,"*(",">("
1.0200000000000000e+02,"A(","C*","OQ","D-","E(","279274","710692",,1990,"ВШ 226436",,"0809рдв",,,,"10/01/90 00:00:00","F*",,,"(9",4.8550000000000000e+03,"015","250",1991,"I*",,,"J-","685","09/24/90 00:00:00","2","01/05/90 00:00:00","10/01/90 00:00:00",,4.1600000000000000e+03,1.8500000000000000e+01,,"*(",">("
1.0300000000000000e+02,"A(","C*","OQ","D-","E(","279583","800316",,1990,"ВШ 914108","01/28/91 00:00:00","0475рдв",,,"01/28/91 00:00:00","10/05/90 00:00:00","F*",,,"(V",4.8550000000000000e+03,"015","250",1991,"I*",,,"J-","685","09/24/90 00:00:00","2","01/05/90 00:00:00","10/05/90 00:00:00",,4.1600000000000000e+03,1.8500000000000000e+01,,,">("
1.0400000000000000e+02,"A(","C*","OQ","D-","E(","279196","707624",,1990,"ВШ 235930",,"0212рдв",,,,"10/17/90 00:00:00","F*",,,"(e",4.8520000000000000e+03,"015","250",1991,"I*",,,"J-","685","09/24/90 00:00:00","2","01/05/90 00:00:00","10/06/90 00:00:00",,4.1600000000000000e+03,1.8500000000000000e+01,,"*(",">("
1.0500000000000000e+02,"A+","C*","P_",,"E:","324805","40608182",,1984,"ВО 940253",,"0866рдб",,,,"10/15/90 00:00:00",,"G1",,"(S",0.0000000000000000e+00,"015","250",1991,"I*",,,,"приемо-сдат.акт",,"2","01/05/90 00:00:00","10/15/90 00:00:00","05/20/92 00:00:00",2.0800000000000000e+03,1.7000000000000000e+01,,,">("
1.0600000000000000e+02,"A(","C(","N7","D(","E)",,"1446436","2480519",1990,"ВУ 171616",,"0832рдб",,,,"08/22/90 00:00:00","F)",,,"(M",2.5916999999999998e+03,"015","250",1991,"I*",,,"J/","3/2998","09/25/90 00:00:00","2","01/05/90 00:00:00","08/22/90 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,"*(",">("
1.0700000000000000e+02,"A(","C(","N7","D(","E)",,"1442262","2475633",1990,"ВШ 912365",,"1488рдб",,,,"10/05/90 00:00:00","F)",,"H1","(2)",2.5916999999999998e+03,"015","250",1991,"I*",,,"J/","3/2998","09/25/90 00:00:00","2","01/05/90 00:00:00","10/05/90 00:00:00",,2.9000000000000000e+03,1.1000000000000000e+01,,,">("
1.0800000000000000e+02,"A(","C(","N7","D(","E)",,"1442171","2475154",1990,"ВШ 912368",,"1487рдб",,,,"10/05/90 00:00:00","F)",,,"(23",2.5916999999999998e+03,"015","250",1991,"I*",,,"J/","3/2998","09/25/90 00:00:00","2","01/05/90 00:00:00","10/05/90 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,"*(",">("
1.0900000000000000e+02,"A(","C(","N7","D(","E)",,"1442814","2475904",1990,"ВШ 914519","12/04/90 00:00:00","1196рдб",,,"12/04/90 00:00:00","10/08/90 00:00:00","F)",,,"(c",2.5916999999999998e+03,"015","250",1991,"I*",,,"J/","3/2998","09/25/90 00:00:00","2","01/05/90 00:00:00","10/08/90 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,"*(",">("
1.1000000000000000e+02,"A(","C(","N7","D(","E)",,"1442594","2475964",1990,"ВШ 224938",,"1079рдб",,,,"10/05/90 00:00:00","F)","G*","H(","(I",2.5916999999999998e+03,"015","250",1991,"I*",,,"J/","3/2998","09/25/90 00:00:00","2","01/05/90 00:00:00","10/05/90 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,,">("
1.1100000000000000e+02,"A(","C(","N7","D(","E)",,"1442482","2475954",1990,"ВУ 458338",,"1015рдв",,,,"10/05/90 00:00:00","F)",,,"(S",,,,,"I*",,,"J/","3/2998","09/25/90 00:00:00","2","01/05/90 00:00:00","10/05/90 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,,
1.1200000000000000e+02,"A(","C(","N7","D(","E)",,"1442112","2475628",1990,"ВУ 171617",,"0714рдб",,,,"10/08/90 00:00:00","F)",,,"(M",,,,,"I*",,,"J/","3/2998","09/25/90 00:00:00","2","01/05/90 00:00:00","10/08/90 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,,
1.1300000000000000e+02,"A(","C(","N7","D(","E)",,"1442118","2475650",1990,,,"0953рдв",,,"11/02/90 00:00:00","10/11/90 00:00:00","F)",,"HZ","((",2.5916999999999998e+03,"015","250",1991,"I*",,,"J/","3/2998","09/25/90 00:00:00","2","01/05/90 00:00:00","10/11/90 00:00:00","06/25/93 00:00:00",2.0800000000000000e+03,1.0000000000000000e+01,,,">("
1.1400000000000000e+02,"A(","C(","N7","D(","E)",,"1363806","2447781",1990,"ВЩ 566262","11/16/90 00:00:00","0874рдб",,,"11/16/90 00:00:00","11/15/90 00:00:00","F)",,,"(2.",2.5916999999999998e+03,"015","250",1991,"I*",,,"J/","3/2998","09/25/90 00:00:00","2","01/05/90 00:00:00","11/15/90 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,"*(",">("
1.1500000000000000e+02,"A(","C(","N7","D(","E)",,"1372306","2448052",1990,"ВТ 881370","11/23/90 00:00:00","0744рдб",,,"09/01/93 00:00:00","11/23/90 00:00:00","F)",,,"(\",2.5916999999999998e+03,"015","250",1991,"I*",,,"J/","3/2998","09/25/90 00:00:00","2","01/05/90 00:00:00","11/23/90 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,,">("
1.1600000000000000e+02,"A(","C)","NL","D(","E)","202280","17117","1256898",1989,"ВТ 306385","02/13/89 00:00:00","0026",,,"04/10/92 00:00:00","11/12/90 00:00:00","F)","G2","H8","(]",0.0000000000000000e+00,,,,"I-",,"04/12/90 00:00:00",,"приемо-сдат.акт",,,,"07/14/93 00:00:00",,2.0800000000000000e+03,1.6500000000000000e+01,,,
1.1700000000000000e+02,"A(","C*","OQ","D-","E(","270533","510284","8585",1990,"ВШ 233741","12/07/90 00:00:00","1185рдб",,,"12/07/90 00:00:00","11/30/90 00:00:00","F*",,"H*","(h",4.7540000000000000e+03,"015","250",1991,"I*",,,"J-","526","08/15/90 00:00:00","2","01/05/90 00:00:00","11/30/90 00:00:00",,4.1600000000000000e+03,1.8500000000000000e+01,,"*(",">("
1.1800000000000000e+02,"A(","C*","OQ","D,","E)","0262373","00400985","9800",1990,"ВШ 229622","05/01/90 00:00:00","1105рдю",,,"05/01/90 00:00:00","04/26/90 00:00:00","F*","G1","H1","(A",4.1340000000000000e+03,"015","250",1991,"I*",,,"J/","3/1338","04/19/90 00:00:00","2","01/05/90 00:00:00","04/26/90 00:00:00",,2.9000000000000000e+03,1.8000000000000000e+01,,,">)"
1.1900000000000000e+02,"A(","C(","N7","D(","E)",,"1291443","2415821",1990,"ВШ 234273",,"0380рда",,,,"04/29/90 00:00:00","F)","G3","H7","(25",0.0000000000000000e+00,,,,"I*",,,"J/","3/1498","04/27/90 00:00:00","2","01/05/90 00:00:00","04/29/90 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,,
1.2000000000000000e+02,"A<","C5","7(",,,"9007807","9019106",,1990,,,"0298рдб",,,,,,"G*",,,0.0000000000000000e+00,,,,"I-",,,"J)","приемо.сдат.акт",,,,,"08/02/91 00:00:00",,,,,
1.2100000000000000e+02,"A6","C3","P)","D0","E8",,"25398","203812",1990,"ВШ 912416",,"0032рдв",,,,"09/05/90 00:00:00",,"G,","H0","((",0.0000000000000000e+00,,,,"I*",,,"J2","001058","03/22/90 00:00:00","2","01/05/90 00:00:00","09/05/90 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.2200000000000000e+02,"A(","C(","N/","D(","E)",,"4830153","9164372",1986,"ВУ 173589",,"0336060",,,"07/26/91 00:00:00","11/02/90 00:00:00","F)","G3",,"(m",2.0300000000000000e+03,"015","250",1991,"I-",,,"J6",,,,,"01/10/93 00:00:00","05/14/93 00:00:00",2.0800000000000000e+03,8.5000000000000000e+00,,"*(",">("
1.2300000000000000e+02,"A6","C-","QX","D0","E6",,"144630","213919",1990,"ВЩ 566961","01/25/91 00:00:00","1093рдб",,,"01/25/91 00:00:00","12/28/90 00:00:00","F(","G)","H:","((",4.9166999999999998e+03,"015","250",1991,"I+","1/1273","04/24/90 00:00:00","J2","04333","12/19/90 00:00:00","2","01/05/90 00:00:00","12/28/90 00:00:00",,2.0800000000000000e+03,1.6500000000000000e+01,,,">("
1.2400000000000000e+02,"A(","C*","OQ","D-","E(","267733","502827","5586",1990,"ВШ 910166","01/21/91 00:00:00","0472рдч",,,"01/21/91 00:00:00","01/10/91 00:00:00","F*","G/","H*","(Y",4.8750000000000000e+03,"015","250",1991,"I+","1/1273","04/02/90 00:00:00","J-","919","12/17/90 00:00:00","2","01/05/90 00:00:00","01/10/91 00:00:00",,4.1600000000000000e+03,1.8500000000000000e+01,,"*(",">("
1.2500000000000000e+02,"A(","C*","OQ","D-","E(","267581","501578",,1990,"ВШ 914066","01/11/91 00:00:00","0195рда",,,"01/11/91 00:00:00","12/27/90 00:00:00","F*","G/","H*","(j",4.8750000000000000e+03,"015","250",1991,"I+","1/1273","04/02/90 00:00:00","J-","919","12/17/90 00:00:00","2","01/05/90 00:00:00","12/27/90 00:00:00",,4.1600000000000000e+03,1.8500000000000000e+01,,"*(",">("
1.2600000000000000e+02,"A(","C*","OP","D,","E)","0284890","00901783","3991",1990,"ВЩ 574777","04/08/91 00:00:00","1337рдч",,,"04/08/91 00:00:00","11/01/90 00:00:00","F*","G1",,"(-",0.0000000000000000e+00,,,,"I-",,"08/24/90 00:00:00","J=",,,,,"11/01/90 00:00:00",,2.0800000000000000e+03,0.0000000000000000e+00,,"*(",
1.2700000000000000e+02,"A(","C(","NF",,"E)",,"1614642","0834277",1990,"ВШ 914033","12/21/90 00:00:00","0579рдо",,,"12/21/90 00:00:00","01/23/91 00:00:00","F)","G,",,"(Z",0.0000000000000000e+00,,,,"I-",,"01/12/91 00:00:00",,"приемо:сдат.акт",,,,"01/23/91 00:00:00",,2.0800000000000000e+03,1.2000000000000000e+01,,,
1.2800000000000000e+02,"A6","C)","P`","D0","E0","1223365","65412",,1990,"ВШ 226151","07/12/90 00:00:00","0968рду",,,"07/12/90 00:00:00","11/12/90 00:00:00",,,"H<","(5",0.0000000000000000e+00,,,,"I-",,"10/25/90 00:00:00","J>",,,,,"11/12/90 00:00:00",,1.0000000000000000e+03,3.0000000000000000e+01,,,
1.2900000000000000e+02,"A(","C(","N7","D(","E)",,"1236374","2392376",1990,"ВФ 825915",,"0764рда",,,,"12/10/90 00:00:00","F)",,"H9","(m",0.0000000000000000e+00,,,,"=(","2/67","11/28/90 00:00:00","J?",,,,,"08/13/92 00:00:00","09/18/92 00:00:00",2.0800000000000000e+03,1.0000000000000000e+01,,,
1.3000000000000000e+02,"A6","C)","Pv","D3","E8","0616167","5597290","056190",1990,"ВШ 912816","08/29/90 00:00:00","1655рдч",,,"08/29/90 00:00:00","01/17/91 00:00:00",,"G1","H0","((",0.0000000000000000e+00,,,,"<(","13/0276","04/03/90 00:00:00",,,,,,"01/17/91 00:00:00",,2.0800000000000000e+03,3.2000000000000000e+01,,"*(",
1.3100000000000000e+02,"A>","C+","Pd","D3","E<","3065777","701503",,1990,"ВЩ 567363","02/27/91 00:00:00","0921рдш",,,"02/27/91 00:00:00","02/27/91 00:00:00",,"G5",,"(m",0.0000000000000000e+00,,,,"I+","3/1273","04/02/90 00:00:00","J2","729","12/06/90 00:00:00","2","02/14/91 00:00:00","01/06/94 00:00:00",,2.0800000000000000e+03,3.4100000000000001e+01,,,
1.3200000000000000e+02,"A(","C*","OQ","D-","E.","267941","503566",,1990,"ВЩ 567057","02/04/91 00:00:00","1042рдч",,,"02/04/91 00:00:00","12/26/90 00:00:00","F*","G/","H3","(23",0.0000000000000000e+00,,,,"I+","1/1273","04/02/90 00:00:00","J-","805","10/30/90 00:00:00","2","01/05/90 00:00:00","12/26/90 00:00:00",,2.9000000000000000e+03,1.6000000000000000e+01,,"*)",
1.3300000000000000e+02,"A(","C)","NG","D(","E)","б/н","144085 1","1471218",1983,"ВР 567184",,"0697рда",,,"07/17/90 00:00:00","11/01/83 00:00:00","F*","G(","H7","((",6.0600000000000000e+03,"015","250",1991,"I*",,,"J0","3/1423","10/27/83 00:00:00","6","11/17/83 00:00:00","05/20/93 00:00:00",,2.0800000000000000e+03,1.3500000000000000e+01,,"*(",">)"
1.3400000000000000e+02,"A(","C)","NM","D(","E)","797673","1316228","788103",1979,"ВП 544837","10/30/82 00:00:00","0647рда",,,"10/24/90 00:00:00","01/09/79 00:00:00","F*","G(","H8","((",0.0000000000000000e+00,,,,,,,"J.","1020","01/09/79 00:00:00",,,"01/09/79 00:00:00","01/21/92 00:00:00",2.9000000000000000e+03,1.3000000000000000e+01,,,
1.3500000000000000e+02,"A(","C*","OQ","D-","E(","0302734","10102335","2972",1990,"ВШ 918533","09/11/91 00:00:00","0783рдб",,,"09/11/91 00:00:00","02/06/91 00:00:00","F*","G/","H*","(G",0.0000000000000000e+00,,,,"I+",,,"J-","91","01/03/91 00:00:00","2","01/25/91 00:00:00","02/06/91 00:00:00",,4.1600000000000000e+03,1.8500000000000000e+01,,,
1.3600000000000000e+02,"A(","C*","OQ","D-","E(","0302833","10102152","3039",1991,"ВШ 919179","02/12/91 00:00:00","1434рдб",,,"02/12/91 00:00:00","02/05/91 00:00:00","F*","G/","H*","(>",0.0000000000000000e+00,,,,"I+",,,"J-","91","01/30/91 00:00:00","2","01/25/91 00:00:00","02/05/91 00:00:00",,4.1600000000000000e+03,1.8500000000000000e+01,,,
